Date,Price,Return
12/01/2025,"1,16",12.1899
01/02/2025,"1,03",12.1899
04/02/2025,"1,09",12.1899
05/02/2025,"1,13",12.1899
06/02/2025,"1,14",12.1899
07/02/2025,"1,18",12.1899
09/02/2025,"1,16",12.1899
10/02/2025,"1,17",12.1899
12/02/2025,"1,16",12.1899
01/03/2025,"1,03",12.1899
02/03/2025,"1,03",12.1899
03/03/2025,"1,05",12.1899
04/03/2025,"1,11",12.1899
06/03/2025,"1,14",12.1899
07/03/2025,"1,18",12.1899
09/03/2025,"1,17",12.1899
10/03/2025,"1,17",12.1899
11/03/2025,"1,15",12.1899
12/03/2025,"1,17",12.1899
02/04/2025,"1,04",12.1899
03/04/2025,"1,06",12.1899
04/04/2025,"1,10",12.1899
06/04/2025,"1,14",12.1899
07/04/2025,"1,18",12.1899
08/04/2025,"1,16",12.1899
09/04/2025,"1,17",12.1899
11/04/2025,"1,15",12.1899
12/04/2025,"1,16",12.1899
02/05/2025,"1,04",12.1899
03/05/2025,"1,08",12.1899
05/05/2025,"1,13",12.1899
06/05/2025,"1,14",12.1899
08/05/2025,"1,16",12.1899
09/05/2025,"1,17",12.1899
11/05/2025,"1,15",12.1899
12/05/2025,"1,16",12.1899
01/06/2025,"1,04",12.1899
02/06/2025,"1,04",12.1899
03/06/2025,"1,08",12.1899
05/06/2025,"1,14",12.1899
06/06/2025,"1,14",12.1899
08/06/2025,"1,17",12.1899
10/06/2025,"1,17",12.1899
11/06/2025,"1,15",12.1899
01/07/2025,"1,03",12.1899
02/07/2025,"1,03",12.1899
03/07/2025,"1,08",12.1899
04/07/2025,"1,09",12.1899
05/07/2025,"1,13",12.1899
07/07/2025,"1,17",12.1899
08/07/2025,"1,17",12.1899
10/07/2025,"1,17",12.1899
11/07/2025,"1,16",12.1899
01/08/2025,"1,03",12.1899
04/08/2025,"1,10",12.1899
05/08/2025,"1,12",12.1899
07/08/2025,"1,17",12.1899
08/08/2025,"1,16",12.1899
09/08/2025,"1,18",12.1899
10/08/2025,"1,16",12.1899
12/08/2025,"1,16",12.1899
01/09/2025,"1,03",12.1899
04/09/2025,"1,10",12.1899
05/09/2025,"1,12",12.1899
06/09/2025,"1,14",12.1899
07/09/2025,"1,17",12.1899
09/09/2025,"1,17",12.1899
10/09/2025,"1,16",12.1899
12/09/2025,"1,16",12.1899
01/10/2025,"1,02",12.1899
02/10/2025,"1,03",12.1899
03/10/2025,"1,08",12.1899
04/10/2025,"1,12",12.1899
06/10/2025,"1,14",12.1899
07/10/2025,"1,17",12.1899
09/10/2025,"1,17",12.1899
10/10/2025,"1,16",12.1899
11/10/2025,"1,16",12.1899
12/10/2025,"1,17",12.1899
02/11/2025,"1,04",12.1899
03/11/2025,"1,09",12.1899
04/11/2025,"1,14",12.1899
06/11/2025,"1,15",12.1899
07/11/2025,"1,17",12.1899
08/11/2025,"1,16",12.1899
09/11/2025,"1,17",12.1899
11/11/2025,"1,16",12.1899
12/11/2025,"1,17",12.1899
02/12/2025,"1,04",12.1899
03/12/2025,"1,09",12.1899
05/12/2025,"1,11",12.1899
06/12/2025,"1,16",12.1899
08/12/2025,"1,17",12.1899
09/12/2025,"1,17",12.1899
11/12/2025,"1,16",12.1899
12/12/2025,"1,17",12.1899
01/01/2026,"1,17",12.1899
01/13/2020,"1,11",12.1899
01/13/2021,"1,22",12.1899
01/13/2022,"1,15",12.1899
01/13/2023,"1,08",12.1899
01/13/2025,"1,02",12.1899
01/14/2020,"1,11",12.1899
01/14/2021,"1,22",12.1899
01/14/2022,"1,14",12.1899
01/14/2025,"1,03",12.1899
01/15/2020,"1,11",12.1899
01/15/2021,"1,21",12.1899
01/15/2024,"1,09",12.1899
01/15/2025,"1,03",12.1899
01/16/2020,"1,11",12.1899
01/16/2023,"1,08",12.1899
01/16/2024,"1,09",12.1899
01/16/2025,"1,03",12.1899
01/17/2020,"1,11",12.1899
01/17/2022,"1,14",12.1899
01/17/2023,"1,08",12.1899
01/17/2024,"1,09",12.1899
01/17/2025,"1,03",12.1899
01/18/2021,"1,21",12.1899
01/18/2022,"1,13",12.1899
01/18/2023,"1,08",12.1899
01/18/2024,"1,09",12.1899
01/19/2021,"1,21",12.1899
01/19/2022,"1,13",12.1899
01/19/2023,"1,08",12.1899
01/19/2024,"1,09",12.1899
01/20/2020,"1,11",12.1899
01/20/2021,"1,21",12.1899
01/20/2022,"1,13",12.1899
01/20/2023,"1,09",12.1899
01/20/2025,"1,04",12.1899
01/21/2020,"1,11",12.1899
01/21/2021,"1,22",12.1899
01/21/2022,"1,13",12.1899
01/21/2025,"1,04",12.1899
01/22/2020,"1,11",12.1899
01/22/2021,"1,22",12.1899
01/22/2024,"1,09",12.1899
01/22/2025,"1,04",12.1899
01/23/2020,"1,11",12.1899
01/23/2023,"1,09",12.1899
01/23/2024,"1,09",12.1899
01/23/2025,"1,04",12.1899
01/24/2020,"1,10",12.1899
01/24/2022,"1,13",12.1899
01/24/2023,"1,09",12.1899
01/24/2024,"1,09",12.1899
01/24/2025,"1,05",12.1899
01/25/2021,"1,21",12.1899
01/25/2022,"1,13",12.1899
01/25/2023,"1,09",12.1899
01/25/2024,"1,08",12.1899
01/26/2021,"1,22",12.1899
01/26/2022,"1,12",12.1899
01/26/2023,"1,09",12.1899
01/26/2024,"1,09",12.1899
01/27/2020,"1,10",12.1899
01/27/2021,"1,21",12.1899
01/27/2022,"1,11",12.1899
01/27/2023,"1,09",12.1899
01/27/2025,"1,05",12.1899
01/28/2020,"1,10",12.1899
01/28/2021,"1,21",12.1899
01/28/2022,"1,11",12.1899
01/28/2025,"1,04",12.1899
01/29/2020,"1,10",12.1899
01/29/2021,"1,21",12.1899
01/29/2024,"1,08",12.1899
01/29/2025,"1,04",12.1899
01/30/2020,"1,10",12.1899
01/30/2023,"1,08",12.1899
01/30/2024,"1,08",12.1899
01/30/2025,"1,04",12.1899
01/31/2020,"1,11",12.1899
01/31/2022,"1,12",12.1899
01/31/2023,"1,09",12.1899
01/31/2024,"1,08",12.1899
01/31/2025,"1,04",12.1899
02/13/2020,"1,08",12.1899
02/13/2023,"1,07",12.1899
02/13/2024,"1,07",12.1899
02/13/2025,"1,05",12.1899
02/14/2020,"1,08",12.1899
02/14/2022,"1,13",12.1899
02/14/2023,"1,07",12.1899
02/14/2024,"1,07",12.1899
02/14/2025,"1,05",12.1899
02/15/2021,"1,21",12.1899
02/15/2022,"1,14",12.1899
02/15/2023,"1,07",12.1899
02/15/2024,"1,08",12.1899
02/16/2021,"1,21",12.1899
02/16/2022,"1,14",12.1899
02/16/2023,"1,07",12.1899
02/16/2024,"1,08",12.1899
02/17/2020,"1,08",12.1899
02/17/2021,"1,20",12.1899
02/17/2022,"1,14",12.1899
02/17/2023,"1,07",12.1899
02/17/2025,"1,05",12.1899
02/18/2020,"1,08",12.1899
02/18/2021,"1,21",12.1899
02/18/2022,"1,13",12.1899
02/18/2025,"1,04",12.1899
02/19/2020,"1,08",12.1899
02/19/2021,"1,21",12.1899
02/19/2024,"1,08",12.1899
02/19/2025,"1,04",12.1899
02/20/2020,"1,08",12.1899
02/20/2023,"1,07",12.1899
02/20/2024,"1,08",12.1899
02/20/2025,"1,05",12.1899
02/21/2020,"1,08",12.1899
02/21/2022,"1,13",12.1899
02/21/2023,"1,06",12.1899
02/21/2024,"1,08",12.1899
02/21/2025,"1,05",12.1899
02/22/2021,"1,22",12.1899
02/22/2022,"1,13",12.1899
02/22/2023,"1,06",12.1899
02/22/2024,"1,08",12.1899
02/23/2021,"1,21",12.1899
02/23/2022,"1,13",12.1899
02/23/2023,"1,06",12.1899
02/23/2024,"1,08",12.1899
02/24/2020,"1,09",12.1899
02/24/2021,"1,22",12.1899
02/24/2022,"1,12",12.1899
02/24/2023,"1,05",12.1899
02/24/2025,"1,05",12.1899
02/25/2020,"1,09",12.1899
02/25/2021,"1,22",12.1899
02/25/2022,"1,13",12.1899
02/25/2025,"1,05",12.1899
02/26/2020,"1,09",12.1899
02/26/2021,"1,21",12.1899
02/26/2024,"1,08",12.1899
02/26/2025,"1,05",12.1899
02/27/2020,"1,10",12.1899
02/27/2023,"1,06",12.1899
02/27/2024,"1,08",12.1899
02/27/2025,"1,04",12.1899
02/28/2020,"1,10",12.1899
02/28/2022,"1,12",12.1899
02/28/2023,"1,06",12.1899
02/28/2024,"1,08",12.1899
02/28/2025,"1,04",12.1899
02/29/2024,"1,08",12.1899
03/13/2020,"1,11",12.1899
03/13/2023,"1,07",12.1899
03/13/2024,"1,09",12.1899
03/13/2025,"1,09",12.1899
03/14/2022,"1,09",12.1899
03/14/2023,"1,07",12.1899
03/14/2024,"1,09",12.1899
03/14/2025,"1,09",12.1899
03/15/2021,"1,19",12.1899
03/15/2022,"1,10",12.1899
03/15/2023,"1,06",12.1899
03/15/2024,"1,09",12.1899
03/16/2020,"1,12",12.1899
03/16/2021,"1,19",12.1899
03/16/2022,"1,10",12.1899
03/16/2023,"1,06",12.1899
03/17/2020,"1,10",12.1899
03/17/2021,"1,20",12.1899
03/17/2022,"1,11",12.1899
03/17/2023,"1,07",12.1899
03/17/2025,"1,09",12.1899
03/18/2020,"1,09",12.1899
03/18/2021,"1,19",12.1899
03/18/2022,"1,11",12.1899
03/18/2024,"1,09",12.1899
03/18/2025,"1,09",12.1899
03/19/2020,"1,07",12.1899
03/19/2021,"1,19",12.1899
03/19/2024,"1,09",12.1899
03/19/2025,"1,09",12.1899
03/20/2020,"1,07",12.1899
03/20/2023,"1,07",12.1899
03/20/2024,"1,09",12.1899
03/20/2025,"1,09",12.1899
03/21/2022,"1,10",12.1899
03/21/2023,"1,08",12.1899
03/21/2024,"1,09",12.1899
03/21/2025,"1,08",12.1899
03/22/2021,"1,19",12.1899
03/22/2022,"1,10",12.1899
03/22/2023,"1,09",12.1899
03/22/2024,"1,08",12.1899
03/23/2020,"1,07",12.1899
03/23/2021,"1,18",12.1899
03/23/2022,"1,10",12.1899
03/23/2023,"1,08",12.1899
03/24/2020,"1,08",12.1899
03/24/2021,"1,18",12.1899
03/24/2022,"1,10",12.1899
03/24/2023,"1,08",12.1899
03/24/2025,"1,08",12.1899
03/25/2020,"1,09",12.1899
03/25/2021,"1,18",12.1899
03/25/2022,"1,10",12.1899
03/25/2024,"1,08",12.1899
03/25/2025,"1,08",12.1899
03/26/2020,"1,10",12.1899
03/26/2021,"1,18",12.1899
03/26/2024,"1,08",12.1899
03/26/2025,"1,08",12.1899
03/27/2020,"1,11",12.1899
03/27/2023,"1,08",12.1899
03/27/2024,"1,08",12.1899
03/27/2025,"1,08",12.1899
03/28/2022,"1,10",12.1899
03/28/2023,"1,08",12.1899
03/28/2024,"1,08",12.1899
03/28/2025,"1,08",12.1899
03/29/2021,"1,18",12.1899
03/29/2022,"1,11",12.1899
03/29/2023,"1,08",12.1899
03/29/2024,"1,08",12.1899
03/30/2020,"1,10",12.1899
03/30/2021,"1,17",12.1899
03/30/2022,"1,12",12.1899
03/30/2023,"1,09",12.1899
03/31/2020,"1,10",12.1899
03/31/2021,"1,17",12.1899
03/31/2022,"1,11",12.1899
03/31/2023,"1,08",12.1899
03/31/2025,"1,08",12.1899
04/13/2020,"1,09",12.1899
04/13/2021,"1,19",12.1899
04/13/2022,"1,09",12.1899
04/13/2023,"1,10",12.1899
04/14/2020,"1,10",12.1899
04/14/2021,"1,20",12.1899
04/14/2022,"1,08",12.1899
04/14/2023,"1,10",12.1899
04/14/2025,"1,13",12.1899
04/15/2020,"1,09",12.1899
04/15/2021,"1,20",12.1899
04/15/2022,"1,08",12.1899
04/15/2024,"1,06",12.1899
04/15/2025,"1,13",12.1899
04/16/2020,"1,08",12.1899
04/16/2021,"1,20",12.1899
04/16/2024,"1,06",12.1899
04/16/2025,"1,14",12.1899
04/17/2020,"1,09",12.1899
04/17/2023,"1,09",12.1899
04/17/2024,"1,07",12.1899
04/17/2025,"1,14",12.1899
04/18/2022,"1,08",12.1899
04/18/2023,"1,10",12.1899
04/18/2024,"1,06",12.1899
04/18/2025,"1,14",12.1899
04/19/2021,"1,20",12.1899
04/19/2022,"1,08",12.1899
04/19/2023,"1,10",12.1899
04/19/2024,"1,07",12.1899
04/20/2020,"1,09",12.1899
04/20/2021,"1,20",12.1899
04/20/2022,"1,09",12.1899
04/20/2023,"1,10",12.1899
04/21/2020,"1,09",12.1899
04/21/2021,"1,20",12.1899
04/21/2022,"1,08",12.1899
04/21/2023,"1,10",12.1899
04/21/2025,"1,15",12.1899
04/22/2020,"1,08",12.1899
04/22/2021,"1,20",12.1899
04/22/2022,"1,08",12.1899
04/22/2024,"1,07",12.1899
04/22/2025,"1,14",12.1899
04/23/2020,"1,08",12.1899
04/23/2021,"1,21",12.1899
04/23/2024,"1,07",12.1899
04/23/2025,"1,13",12.1899
04/24/2020,"1,08",12.1899
04/24/2023,"1,10",12.1899
04/24/2024,"1,07",12.1899
04/24/2025,"1,14",12.1899
04/25/2022,"1,07",12.1899
04/25/2023,"1,10",12.1899
04/25/2024,"1,07",12.1899
04/25/2025,"1,14",12.1899
04/26/2021,"1,21",12.1899
04/26/2022,"1,06",12.1899
04/26/2023,"1,10",12.1899
04/26/2024,"1,07",12.1899
04/27/2020,"1,08",12.1899
04/27/2021,"1,21",12.1899
04/27/2022,"1,06",12.1899
04/27/2023,"1,10",12.1899
04/28/2020,"1,08",12.1899
04/28/2021,"1,21",12.1899
04/28/2022,"1,05",12.1899
04/28/2023,"1,10",12.1899
04/28/2025,"1,14",12.1899
04/29/2020,"1,09",12.1899
04/29/2021,"1,21",12.1899
04/29/2022,"1,05",12.1899
04/29/2024,"1,07",12.1899
04/29/2025,"1,14",12.1899
04/30/2020,"1,10",12.1899
04/30/2021,"1,20",12.1899
04/30/2024,"1,07",12.1899
04/30/2025,"1,13",12.1899
05/13/2020,"1,08",12.1899
05/13/2021,"1,21",12.1899
05/13/2022,"1,04",12.1899
05/13/2024,"1,08",12.1899
05/13/2025,"1,12",12.1899
05/14/2020,"1,08",12.1899
05/14/2021,"1,21",12.1899
05/14/2024,"1,08",12.1899
05/14/2025,"1,12",12.1899
05/15/2020,"1,08",12.1899
05/15/2023,"1,09",12.1899
05/15/2024,"1,09",12.1899
05/15/2025,"1,12",12.1899
05/16/2022,"1,04",12.1899
05/16/2023,"1,09",12.1899
05/16/2024,"1,09",12.1899
05/16/2025,"1,12",12.1899
05/17/2021,"1,22",12.1899
05/17/2022,"1,05",12.1899
05/17/2023,"1,08",12.1899
05/17/2024,"1,09",12.1899
05/18/2020,"1,09",12.1899
05/18/2021,"1,22",12.1899
05/18/2022,"1,05",12.1899
05/18/2023,"1,08",12.1899
05/19/2020,"1,09",12.1899
05/19/2021,"1,22",12.1899
05/19/2022,"1,06",12.1899
05/19/2023,"1,08",12.1899
05/19/2025,"1,12",12.1899
05/20/2020,"1,10",12.1899
05/20/2021,"1,22",12.1899
05/20/2022,"1,06",12.1899
05/20/2024,"1,09",12.1899
05/20/2025,"1,13",12.1899
05/21/2020,"1,09",12.1899
05/21/2021,"1,22",12.1899
05/21/2024,"1,09",12.1899
05/21/2025,"1,13",12.1899
05/22/2020,"1,09",12.1899
05/22/2023,"1,08",12.1899
05/22/2024,"1,08",12.1899
05/22/2025,"1,13",12.1899
05/23/2022,"1,07",12.1899
05/23/2023,"1,08",12.1899
05/23/2024,"1,08",12.1899
05/23/2025,"1,14",12.1899
05/24/2021,"1,22",12.1899
05/24/2022,"1,07",12.1899
05/24/2023,"1,07",12.1899
05/24/2024,"1,08",12.1899
05/25/2020,"1,09",12.1899
05/25/2021,"1,23",12.1899
05/25/2022,"1,07",12.1899
05/25/2023,"1,07",12.1899
05/26/2020,"1,10",12.1899
05/26/2021,"1,22",12.1899
05/26/2022,"1,07",12.1899
05/26/2023,"1,07",12.1899
05/26/2025,"1,14",12.1899
05/27/2020,"1,10",12.1899
05/27/2021,"1,22",12.1899
05/27/2022,"1,07",12.1899
05/27/2024,"1,09",12.1899
05/27/2025,"1,13",12.1899
05/28/2020,"1,11",12.1899
05/28/2021,"1,22",12.1899
05/28/2024,"1,09",12.1899
05/28/2025,"1,13",12.1899
05/29/2020,"1,11",12.1899
05/29/2023,"1,07",12.1899
05/29/2024,"1,08",12.1899
05/29/2025,"1,14",12.1899
05/30/2022,"1,08",12.1899
05/30/2023,"1,07",12.1899
05/30/2024,"1,08",12.1899
05/30/2025,"1,13",12.1899
05/31/2021,"1,22",12.1899
05/31/2022,"1,07",12.1899
05/31/2023,"1,07",12.1899
05/31/2024,"1,08",12.1899
06/13/2022,"1,04",12.1899
06/13/2023,"1,08",12.1899
06/13/2024,"1,07",12.1899
06/13/2025,"1,16",12.1899
06/14/2021,"1,21",12.1899
06/14/2022,"1,04",12.1899
06/14/2023,"1,08",12.1899
06/14/2024,"1,07",12.1899
06/15/2020,"1,13",12.1899
06/15/2021,"1,21",12.1899
06/15/2022,"1,04",12.1899
06/15/2023,"1,09",12.1899
06/16/2020,"1,13",12.1899
06/16/2021,"1,20",12.1899
06/16/2022,"1,05",12.1899
06/16/2023,"1,09",12.1899
06/16/2025,"1,16",12.1899
06/17/2020,"1,12",12.1899
06/17/2021,"1,19",12.1899
06/17/2022,"1,05",12.1899
06/17/2024,"1,07",12.1899
06/17/2025,"1,15",12.1899
06/18/2020,"1,12",12.1899
06/18/2021,"1,19",12.1899
06/18/2024,"1,07",12.1899
06/18/2025,"1,15",12.1899
06/19/2020,"1,12",12.1899
06/19/2023,"1,09",12.1899
06/19/2024,"1,07",12.1899
06/19/2025,"1,15",12.1899
06/20/2022,"1,05",12.1899
06/20/2023,"1,09",12.1899
06/20/2024,"1,07",12.1899
